NumeroArticulo,DescripcionArticulo,EnStock,UnidadMedida,GrupoArticulos,UltimaFechaCompra,UltimoPrecioCompra,UltimaMonedaCompra
MC1674,ABRAZADERA TIPO U DE 2X3/8 Pulgadas, 8.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1676,TEE REDUCIDA DE 6X2 CED40, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1677,FLANGE HN DE 4, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1679,TUBO NEGRO CED 40 DE 3 PulgadasX7MT, 11.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1681,FIBRA DE PORCELANA 6X40, 45.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1682,FIBRA DE PORCELANA 8X40, 36.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1683,FIBRA DE PORCELANA 10X40, 37.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1684,FIBRA DE PORCELANA 3X40, 16.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1685,FIBRA DE PORCELANA 2-1/2X25, 31.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC1687,VALVULA CHECK  4 Pulgadas ACERO INOX WAFFER, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,01/07/2020, 128.780 ,USD
MC1710,LLAVE PARA LAVAMANOS 4 Pulgadas PALANCA ALUVIA, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,08/01/2026, 506.670 ,COR
MC1714,CODO GALVAN 1-1/2 X 90°, 6.000 ,UNIDAD,MATERIAL DE CONSTRUC,25/09/2021, 4.650 ,USD
MC1721,CODO HN CED 80 DE 2 1/2 X 90°, 18.000 ,UNIDAD,MATERIAL DE CONSTRUC,02/02/2021, 20.000 ,USD
MC173,ELECTRODO E7024 5/32X18 JETWELD, 44.000 ,LIBRAS,MATERIAL DE CONSTRUC,05/05/2023, 109.504 ,COR
MC1730,LAMINA ACERO INOX 304 - 2B (1.5mm) 1/16X4X8 Pulgadas CON PROTECCION PVC, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,31/07/2025," 5,106.000 ",COR
MC1735,ELECTRODO E11018 - 1/8 Pulgadas, 50.000 ,LIBRAS,MATERIAL DE CONSTRUC,18/07/2020, 70.850 ,COR
MC1736,KLASS ULTRA GLOSS CLEAR 945, 1.250 ,UNIDAD,MATERIAL DE CONSTRUC,05/03/2021," 2,800.000 ",COR
MC1744,BARNIZ S/AIRE AC-43, 1.000 ,GALON,MATERIAL DE CONSTRUC,08/08/2025," 3,000.000 ",COR
MC1756,EMPAQUETADURA MARCA EAGLE BURGMANN ESTILO 6230E DE 1/8 PARA BOMBA DE CALDERA ROLLO DE 1KG, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,15/08/2020, 279.240 ,USD
MC1762,ELECTRODO 7018 - 5/32X18 Pulgadas, 134.000 ,LIBRAS,MATERIAL DE CONSTRUC,11/12/2025, 66.824 ,COR
MC1768,BRIDA AC 1 Pulgadas - A105 #150, 13.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/05/2022, 157.250 ,COR
MC1769,FILTRO  PulgadasY Pulgadas DE 1 Pulgadas ACERO INOX GENEBRE, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,30/09/2021, 22.797 ,USD
MC1770,VALVULA CHECK 1 Pulgadas - A/C FORJADO #800 T/PISTON CONEX. ROSCA, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,30/09/2021, 53.803 ,USD
MC1772,TEE A/C DE 1 Pulgadas CED40 SLD, 5.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/09/2021, 5.800 ,USD
MC1783,SELLADOR TACKY TAPE 3/8X3 3/2 X 45, 40.000 ,UNIDAD,MATERIAL DE CONSTRUC,17/01/2022, 149.266 ,COR
MC1785,UNION UNIVERSAL PVC CED40 50mm - 2 Pulgadas, 25.000 ,UNIDAD,MATERIAL DE CONSTRUC,18/09/2020, 338.800 ,COR
MC1786,UNION UNIVERSAL PVC CED40 25mm - 1 Pulgadas, 11.000 ,UNIDAD,MATERIAL DE CONSTRUC,18/09/2020, 30.650 ,COR
MC1808,ADIOS MOSCAS (FEROMONAS), 52.000 ,UNIDAD,MATERIAL DE CONSTRUC,05/11/2025, 815.850 ,COR
MC1812,LAMINA EXPANDIDA ACS DE 1/4 PulgadasX4X8 - ROMBO3/4 Pulgadas, 7.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/01/2026," 4,995.000 ",COR
MC182,ELECTRODO E308L-16 3/32 GRINOX2, 200.000 ,LIBRAS,MATERIAL DE CONSTRUC,03/02/2026, 307.120 ,COR
MC1830,EPOBECC BOND PART B-860729, 13.000 ,CUARTO,MATERIAL DE CONSTRUC,01/02/2021, 9.750 ,USD
MC1835,TUBO ACERO INOX CED 40 DE 1-1/2, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,10/11/2021, 364.800 ,USD
MC1837,BRIDA ACERO INOX DE 2-1/2 CED 40, 7.000 ,UNIDAD,MATERIAL DE CONSTRUC,05/01/2022, 50.842 ,USD
MC1840,RUBBER GROMMET 1 Pulgadas FPT," 1,000.000 ",UNIDAD,MATERIAL DE CONSTRUC,30/10/2020, 88.090 ,COR
MC1845,VALVULA DE AIRE ACC SENCILLA 2 Pulgadas NPT PLAST., 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,30/10/2020," 2,466.640 ",COR
MC1861,CLIP MALEABLE ZINCADO DE 1/4, 683.000 ,UNIDAD,MATERIAL DE CONSTRUC,05/10/2022, 7.830 ,COR
MC1862,CABLE GALVANIZADO 7X19 DE 1/8 Pulgadas," 25,000.000 ",PIE,MATERIAL DE CONSTRUC,06/10/2022, 8.556 ,COR
MC1863,CABLE GALVANIZADO 7X19 DE 3/16 Pulgadas," 26,000.000 ",PIES,MATERIAL DE CONSTRUC,06/10/2022, 22.582 ,COR
MC1865,TUBO PVC CED.26 DE 6 Pulgadas X 6MTS, 13.000 ,UNIDAD,REPUESTOS,20/06/2025," 2,740.764 ",COR
MC1870,PERNO ALLEN METRICO 8X16 CABEZA PLANA INOX, 264.000 ,UNIDAD,MATERIAL DE CONSTRUC,19/11/2020, 9.840 ,COR
MC1872,CADENA DE ACERO 3/8, 2.000 ,METROS,MATERIAL DE CONSTRUC,21/01/2023," 5,622.270 ",COR
MC1882,CODO ACERO INOX. DE 2 Pulgadas x 90° CED.40, 166.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/03/2025, 294.400 ,COR
MC1892,LAMINA LISA GALVANIZADA DE 1/16 Pulgadasx4 Pulgadasx8, 6.000 ,UNIDAD,MATERIAL DE CONSTRUC,05/11/2025," 2,100.000 ",COR
MC1897,ACRYLIT C-101 B/LECHOSO DE 9´ / (2.75 MI), 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/12/2020," 1,544.080 ",COR
MC1899,RODO PARA FELPA DE 4 Pulgadas, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,07/02/2026, 138.600 ,COR
MC1901,TAPE PVC DE 2 Pulgadas X 150 ́, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,19/12/2020, 2.440 ,USD
MC1902,ARMAFLEX TUBO DE 3/4 Pulgadas X 3/8 Pulgadas, 23.000 ,UNIDAD,MATERIAL DE CONSTRUC,22/09/2021, 1.750 ,USD
MC1903,ARMAFLEX TUBO DE 3/8 Pulgadas X 3/8 Pulgadas, 21.000 ,UNIDAD,MATERIAL DE CONSTRUC,22/09/2021, 1.370 ,USD
MC1909,ANGULAR INOX DE 1/4 Pulgadas X 4 Pulgadas X 6MTS, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,23/12/2020, 296.970 ,USD
MC1912,ELECTRODO NIQUEL 55 (ENIFE-CI) 3.2mm 1/8 Pulgadas, 39.000 ,LIBRAS,MATERIAL DE CONSTRUC,23/12/2020, 678.210 ,COR
MC1919,MEDIA FUERZA LOCTITE 242-10 ML, 25.000 ,UNIDAD,MATERIAL DE CONSTRUC,01/06/2023, 406.283 ,COR
MC1929,ELECTRODO WELPROD E312-16 X 5/32 Pulgadas, 61.000 ,LIBRAS,MATERIAL DE CONSTRUC,08/03/2025, 341.412 ,COR
MC1930,ELECTRODO UTP 7200 X 5/32 Pulgadas, 22.000 ,LIBRAS,MATERIAL DE CONSTRUC,15/01/2021, 169.720 ,COR
MC1931,ELECTRODO TEC-DUR 80 X 5/32 Pulgadas, 22.000 ,LIBRAS,MATERIAL DE CONSTRUC,15/01/2021, 133.510 ,COR
MC1935,TABLA DE 1 PulgadasX12 PulgadasX12 Pulgadas, 15.000 ,UNIDAD,MATERIAL DE CONSTRUC,03/11/2025, 384.000 ,COR
MC1936,MADERA DE 2 PulgadasX2 PulgadasX12 Pulgadas, 16.000 ,UNIDAD,MATERIAL DE CONSTRUC,03/11/2025, 128.000 ,COR
MC1937,DISCO DE CORTE PARA CONCRETO DE 4-1/2 Pulgadas, 9.000 ,UNIDAD,MATERIAL DE CONSTRUC,12/12/2025, 169.936 ,COR
MC1940,PINTURA BECCSHELL FAST DRY ESMALTE ROJO - 90006, 68.000 ,GALON,MATERIAL DE CONSTRUC,18/03/2021, 526.293 ,COR
MC1942,TEE HN CED-80 DE 2-1/2 Pulgadas, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,02/02/2021, 22.000 ,USD
MC1944,MADERA DE 1 Pulgadasx3 Pulgadasx12 Pulgadas, 10.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/12/2025, 96.000 ,COR
MC1948,REDUCTOR LISO PVC 10 PulgadasX4 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,03/02/2021," 6,150.130 ",COR
MC195,CLAVO RAMSET 1 Pulgadas, 400.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/06/2019, 1.000 ,COR
MC1951,TAPON MACHO PVC 3 Pulgadas, 10.000 ,UNIDAD,MATERIAL DE CONSTRUC,03/02/2021, 92.520 ,COR
MC1952,CODO PVC 1-1/2 Pulgadas X 45° AP, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,03/02/2021, 14.180 ,COR
MC1956,MANGUERA DE SUCCION DE 4 Pulgadas, 70.000 ,PIE,MATERIAL DE CONSTRUC,19/12/2025, 271.575 ,COR
MC1958,MANGUERA TRANSPARENTE DE 1 Pulgadas, 4.000 ,METROS,MATERIAL DE CONSTRUC,22/11/2024, 95.680 ,COR
MC196,TORNILLO P/BROCA GALV 7/16, 800.000 ,UNIDAD,MATERIAL DE CONSTRUC,27/08/2025, 0.315 ,COR
MC1966,KLASS ULTRA SOFT PRIMER - 6072006, 0.390 ,GALON,MATERIAL DE CONSTRUC,05/03/2021," 1,205.487 ",COR
MC1967,KLASS ULTRA PRIMER HADEN - 6090014, 0.500 ,CUARTO,MATERIAL DE CONSTRUC,05/03/2021, 273.940 ,COR
MC1968,KLASS PLASTIC PRIMER - 5072114, 0.250 ,CUARTO,MATERIAL DE CONSTRUC,05/03/2021, 493.160 ,COR
MC1969,KLASS COLOR PREP BICAPA 1/16-80099816, 1.000 ,GALON,MATERIAL DE CONSTRUC,05/03/2021, 314.400 ,COR
MC1976,REDUCTOR PVC CED.41 300MMx150MM - 12 Pulgadasx6 Pulgadas, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/06/2021," 2,325.030 ",COR
MC1977,CODO PVC CED.41 300MM - 12 Pulgadasx90°, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/06/2021," 4,650.070 ",COR
MC1983,TEE PVC 12 Pulgadas, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/06/2021," 5,347.580 ",COR
MC1985,TUBO ACERO SANDVICK DE 2 Pulgadas X 1 Pulgadas, 2.500 ,METROS,MATERIAL DE CONSTRUC,01/04/2022, 106.000 ,USD
MC1986,TUBO ACERO SANDVICK DE 2 1/2 Pulgadas X 1 1/2 Pulgadas, 2.000 ,METROS,MATERIAL DE CONSTRUC,15/03/2021, 94.000 ,USD
MC1987,TUBO ACERO SANDVICK DE 3 Pulgadas X 2 Pulgadas, 5.500 ,METROS,MATERIAL DE CONSTRUC,01/04/2022, 136.577 ,USD
MC1989,ARENA DE RIO, 2.000 ,METROS CUBICOS,MATERIAL DE CONSTRUC,15/01/2026, 800.000 ,COR
MC1997,TUBO DE ACERO SANVICK DE 10 PulgadasX7 Pulgadas, 0.260 ,METROS,MATERIAL DE CONSTRUC,15/03/2021," 2,241.667 ",USD
MC2004,FLANGE HN DE 1 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,30/03/2021, 3.645 ,USD
MC2018,MADERA 2 PulgadasX4 PulgadasX12 Pulgadas, 15.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/12/2025, 262.000 ,COR
MC2023,UNION GALVANIZADA 3/4, 199.000 ,UNIDAD,MATERIAL DE CONSTRUC,25/09/2021, 1.000 ,USD
MC2024,TUBO FLEXIBLE DE ESCAPE 4 Pulgadas, 10.000 ,PIES,MATERIAL DE CONSTRUC,20/04/2021, 390.000 ,COR
MC2025,TUBO RIGIDO DE ESCAPE 4 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,20/04/2021," 4,355.000 ",COR
MC2032,ELECTRODO ESAB 40-1/8, 100.000 ,LIBRAS,MATERIAL DE CONSTRUC,24/04/2021, 4.995 ,USD
MC2033,CODO GALVANIZADO 3/4 Pulgadas X 90°, 49.000 ,UNIDAD,MATERIAL DE CONSTRUC,25/08/2023, 30.280 ,COR
MC2036,TELA SARAN 63%, 2.000 ,ROLLO,MATERIAL DE CONSTRUC,06/11/2024, 547.990 ,USD
MC2037,ASPERSOR SUPER SPRAY UP3 #15, 139.000 ,UNIDAD,MATERIAL DE CONSTRUC,30/04/2021, 182.450 ,COR
MC2038,VALVULA DE BOLA PVC LISA 2 Pulgadas, 88.000 ,UNIDAD,MATERIAL DE CONSTRUC,12/06/2024, 372.020 ,COR
MC2039,VALVULA DE BOLA PVC LISA 1 Pulgadas, 35.000 ,UNIDAD,MATERIAL DE CONSTRUC,27/08/2025, 192.000 ,COR
MC2040,VALVULA DE BOLA PVC 1/2 Pulgadas, 11.000 ,UNIDAD,MATERIAL DE CONSTRUC,27/11/2024, 60.000 ,COR
MC2041,PINTURA BECCGARD PRIMER RED 5218205430706, 2.000 ,GALON,MATERIAL DE CONSTRUC,12/05/2022, 872.606 ,COR
MC2042,REDUCTOR PVC 4 PulgadasX3/4 Pulgadas, 71.000 ,UNIDAD,REPUESTOS,06/05/2021, 298.000 ,COR
MC2044,TEE DE ACERO INOX 4 Pulgadas SOLDAR, 7.000 ,UNIDAD,MATERIAL DE CONSTRUC,07/09/2021, 82.000 ,USD
MC2045,TEE DE ACERO INOX 2 Pulgadas SOLDAR, 14.000 ,UNIDAD,MATERIAL DE CONSTRUC,07/09/2021, 23.800 ,USD
MC2046,MALLA MESH HILO 0.35 ACERO INOX 1.20X2.5, 3.500 ,UNIDAD,MATERIAL DE CONSTRUC,04/11/2021, 192.500 ,USD
MC2052,EXTENSION METALICA 1.20 MTS, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,07/05/2021, 1.390 ,USD
MC2053,TUBO ACERO SANDVICK 8 PulgadasX5.5 Pulgadas, 0.465 ,METROS,MATERIAL DE CONSTRUC,31/07/2025," 76,960.000 ",COR
MC2055,TAPON PVC LISO 10 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,28/03/2023," 7,760.520 ",COR
MC2057,TELA METAL (MALLA) C11 3.06MMX6X90, 1.000 ,ROLLO,MATERIAL DE CONSTRUC,17/05/2021," 8,196.000 ",COR
MC2069,LAMINA HN 5/16 PulgadasX4 PulgadasX8, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/01/2026," 13,320.000 ",COR
MC2085,VARILLA SIN FIN B7 3/4 PulgadasX12, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,12/07/2021," 1,734.600 ",COR
MC2088,SIKADUR 32 GEL UNIDAD DE 5 KG A+B, 3.000 ,KIT,MATERIAL DE CONSTRUC,15/07/2021, 175.692 ,USD
MC2089,SIKADUR ARENA GRUESA BOLSA 30KG, 1.000 ,BOLSA,MATERIAL DE CONSTRUC,14/07/2021, 45.886 ,USD
MC2095,FLANGE HN 12 Pulgadas CON ESPIROMETALICO, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,26/07/2021, 898.793 ,USD
MC2100,VARILLATIG THERMANIT JE-308L 3/32 Pulgadas PARA ACERO INOX, 3.500 ,LIBRAS,MATERIAL DE CONSTRUC,04/03/2023, 386.248 ,COR
MC2108,CODO HN CED 40 1-1/2 Pulgadas X 90°, 10.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/05/2022, 51.000 ,COR
MC211,TAPE ELECTRICO 3/4X20MTS, 79.000 ,UNIDAD,MATERIAL DE CONSTRUC,12/11/2025, 263.293 ,COR
MC2114,BARRA DE ACERO INOX DE 5/8, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,09/08/2021, 9.900 ,USD
MC212,GOLOSO P/TECHO P/BROCA 1 PulgadasX14, 337.000 ,UNIDAD,MATERIAL DE CONSTRUC,02/11/2024, 1.430 ,COR
MC213,CODO CONDULET 1 Pulgadas, 15.000 ,UNIDAD,MATERIAL DE CONSTRUC,16/02/2016, 71.270 ,COR
MC2131,TUBO COBRE FLEXIBLE 3/4 ROLLO, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,22/09/2021, 108.070 ,USD
MC2132,TUBO COBRE FLEXIBLE 3/8 ROLLO, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,22/09/2021, 38.020 ,USD
MC2140,BELZONA 1311, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,27/08/2021, 319.520 ,USD
MC2141,BELZONA 1321, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,27/08/2021, 211.000 ,USD
MC2143,MANGUERA ARMADA 6 Pulgadas SPIRAFLEX CON TERMINALES TIPO C Y E, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,28/09/2021," 101,617.280 ",COR
MC2148,UNION HEMBRA USO PVC 4 Pulgadas, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,27/06/2022, 240.000 ,COR
MC2149,UNION HEMBRA USO PVC 3 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,30/08/2021, 410.920 ,COR
MC2150,ANGULAR ACERO INOX 1/4 PulgadasX3 PulgadasX5 PulgadasX8 Pulgadas, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,30/08/2021, 270.000 ,USD
MC2153,PLACA HN DE 1 Pulgadas(4X4), 0.200 ,METROS,MATERIAL DE CONSTRUC,03/12/2021, 455.000 ,USD
MC216,UNION COOPLING EMI 1 Pulgadas, 168.000 ,UNIDAD,MATERIAL DE CONSTRUC,16/02/2016, 17.570 ,COR
MC2162,TEE ACERO INOX CED 40 DE 6 Pulgadas SOLD, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,14/09/2021, 169.000 ,USD
MC2167,TUBO DE ACERO SANDVICK DE 85X76MM, 1.530 ,METROS,MATERIAL DE CONSTRUC,22/09/2021, 310.000 ,USD
MC2168,ELECTRODO TUNGSTENO 1/8, 10.000 ,UNIDAD,MATERIAL DE CONSTRUC,04/03/2023, 194.312 ,COR
MC2172,FLANGE HN 1-1/2 Pulgadas SOLD EXTREMO BRIDADO, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,25/09/2021, 4.730 ,USD
MC2174,TUBO POLIETILENO AZUL 4-2 7MM, 49.000 ,METROS,MATERIAL DE CONSTRUC,25/09/2021, 0.570 ,USD
MC2175,TUBO POLIETILENO AZUL 10-8MM, 29.000 ,METROS,MATERIAL DE CONSTRUC,05/04/2023, 38.250 ,COR
MC2179,BARRA DE ACERO 4140 2 Pulgadas, 4.400 ,METROS,MATERIAL DE CONSTRUC,06/10/2021, 49.600 ,USD
MC2185,CODO GALVANIZADO 3 PulgadasX90° ROSC, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,13/10/2021, 32.340 ,USD
MC2188,CATALIZADOR UNIVERSAL IW205, 12.000 ,UNIDAD,MATERIAL DE CONSTRUC,23/10/2021, 175.948 ,COR
MC2191,UNION DE REPARACION PVC 10 Pulgadas, 4.000 ,UNIDAD,REPUESTOS,12/03/2022, 427.500 ,USD
MC2197,VARILLA BRONCE REVESTIDO 1/8 PulgadasX36, 29.000 ,LIBRAS,MATERIAL DE CONSTRUC,27/11/2021, 258.438 ,COR
MC2204,VALVULA CHECK AC F #800 DE 2 Pulgadas T/PISTON ROSCA, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,17/12/2021, 187.720 ,USD
MC2213,REDUCTOR CAMAPANA ACERO INOX 3 PulgadasX2 Pulgadas, 9.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/05/2022, 66.000 ,USD
MC2217,BRIDA CIEGA A/C DE 4 Pulgadas CLASE 150, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/01/2022," 1,074.273 ",COR
MC2218,BRIDA CIEGA A/C DE 6 Pulgadas CLASE 150, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/01/2022, 43.275 ,USD
MC2222,BRIDA CIEGA AC 10 Pulgadas ANSI 150, 5.000 ,UNIDAD,MATERIAL DE CONSTRUC,21/01/2022," 4,630.418 ",COR
MC2225,LAMINA ACERO INOX 3MMX4X8, 3.000 ,UNIDAD,ACCESORIO DE COMPUTO,26/11/2025," 9,935.980 ",COR
MC2229,VARILLA DE BRONCE ER-70S-6 3/32 Pulgadas, 44.000 ,LIBRAS,MATERIAL DE CONSTRUC,11/02/2022, 217.051 ,COR
MC2230,VARILLATIG THERMANIT JE-308L 1/8 Pulgadas PARA ACERO INOX, 7.500 ,LIBRAS,MATERIAL DE CONSTRUC,11/02/2022, 217.051 ,COR
MC2238,BARRA DE NYLON 1-1/2 Pulgadas, 0.500 ,METROS,MATERIAL DE CONSTRUC,26/02/2022, 21.000 ,USD
MC2239,BARRA DE NYLON 2 Pulgadas, 3.500 ,METROS,MATERIAL DE CONSTRUC,26/02/2022, 30.000 ,USD
MC2240,BARRA DE NYLON 2-1/2 Pulgadas, 1.500 ,METROS,MATERIAL DE CONSTRUC,26/02/2022, 50.000 ,USD
MC2241,BARRA DE NYLON 3 Pulgadas, 7.500 ,METROS,MATERIAL DE CONSTRUC,26/02/2022, 70.000 ,USD
MC2242,BARRA DE NYLON 4 Pulgadas, 4.000 ,METROS,MATERIAL DE CONSTRUC,17/04/2023, 181.340 ,USD
MC2243,PINTURA ANTICORROSIVO POLIURETANO LANCO NEGRO, 2.000 ,GALON,MATERIAL DE CONSTRUC,14/05/2022, 925.380 ,COR
MC2246,LAMINA GRAFOIL 1/8 PulgadasX40 PulgadasX40 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,17/01/2025," 8,000.000 ",COR
MC2247,LAMINA S-9200 1/8 PulgadasX5 PulgadasX5 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,23/01/2026," 8,624.000 ",COR
MC2251,TELA FIBRA DE VIDRIO TEFLON, 3.000 ,METROS,MATERIAL DE CONSTRUC,24/03/2022, 143.000 ,USD
MC2259,TEE HN DE 1/2 Pulgadas, 5.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2260,TEE HN DE 1 Pulgadas, 6.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2261,REDUCTOR HN DE 3 Pulgadas A 2-1/2 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2263,TEE HN DE 1-1/2 Pulgadas, 7.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2264,BRIDA HN CIEGA DE 1 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2265,BRIDA HN CIEGA DE 1-1/2 Pulgadas, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2268,REDUCTOR HN DE 4 Pulgadas A 2 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2269,REDUCTOR HN DE 4 Pulgadas A 2 1/2 Pulgadas, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2270,TEE HN DE 5 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2272,EMPAQUE DE ASBESTO DE 14 Pulgadas, 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2274,ABRAZADERA EN U DE 8 Pulgadas, 4.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2275,ABRAZADERA EN U DE 6 Pulgadas, 6.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2276,ABRAZADERA EN U DE 5 Pulgadas, 36.000 ,NIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2277,ABRAZADERA EN U DE 4 Pulgadas, 81.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2282,CAPS DE 1 1/2 Pulgadas HN (TAPON SOLDABLE), 3.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2284,TAPON MACHO HN 1 Pulgadas, 2.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2285,ELECTRODO UTP640 1/8 Pulgadas, 33.000 ,LIBRAS,MATERIAL DE CONSTRUC,, -   ,
MC229,LAMINA DE POROPLAST 2X4X3/4, 1.000 ,UNIDAD,MATERIAL DE CONSTRUC,06/05/2023, 82.000 ,COR
MC230,SPEEDTEC TRANSPARENTE-BASE, 20.000 ,GALON,MATERIAL DE CONSTRUC,31/12/2017, 93.420 ,USD
MC2302,CURVA ACERO INOX 1-1/2 Pulgadas, 11.000 ,UNIDAD,MATERIAL DE CONSTRUC,, -   ,
MC2308,ELECTRODO NIQUEL 55 2.6MM 3/32 Pulgadas, 45.000 ,LIBRAS,MATERIAL DE CONSTRUC,18/06/2022, 592.372 ,COR
MC2314,ELECTRODO E309L-16 3/16 Pulgadas, 761.000 ,LIBRAS,MATERIAL DE CONSTRUC,03/02/2026, 319.200 ,COR
MC2315,ELECTRODO E309L-16 3/32 Pulgadas, 56.000 ,LIBRAS,MATERIAL DE CONSTRUC,16/12/2025, 386.632 ,COR
MC2316,PLATINA ACERO INOX 1/4 PulgadasX1 PulgadasX6MTS, 23.000 ,UNIDAD,MATERIAL DE CONSTRUC,30/01/2026," 1,664.993 ",COR
MC2318,RESINA AISLANTE 14 ONZ 3M, 7.000 ,UNIDAD,MATERIAL DE CONSTRUC,10/08/2022, 71.750 ,USD
MC2319,PLATINA 2 PulgadasX3/4 PulgadasX6MTS, 22.000 ,UNIDAD,MATERIAL DE CONSTRUC,11/06/2025," 5,909.000 ",COR
MC2320,ANGULAR ACERO AL CARBON 3/8 PulgadasX2 PulgadasX2 PulgadasX6MTS, 36.000 ,UNIDAD,MATERIAL DE CONSTRUC,24/11/2025," 4,669.680 ",COR
MC2322,ADHESIVO INSTANTANEO LOCTITE 495 20G, 17.000 ,UNIDAD,MATERIAL DE CONSTRUC,17/10/2025, 420.232 ,COR
MC2328,ELECTRODO JETWELD 1/8 PulgadasX14 Pulgadas, 11.000 ,LIBRA,MATERIAL DE CONSTRUC,08/09/2022, 2.368 ,USD
MC2329,GRILLETE DE 1/4 Pulgadas 6MM (GRAMPA), 998.000 ,UNIDAD,ACCESORIO DE COMPUTO,19/10/2022, 1.012 ,USD
