NumeroArticulo,DescripcionArticulo,EnStock,UnidadMedida,GrupoArticulos,UltimaFechaCompra,UltimoPrecioCompra,UltimaMonedaCompra
RQ-PR-10,TIE ROD WEARING ONLY P/N:10, 35.000 ,UNIDAD,REPUESTOS,22/01/2026, 676.733 ,COR
RQ-PR-11,CAST STEEL 18 FLEXIBLE COUPLING P/N: 11, 2.000 ,UNIDAD,REPUESTOS,05/12/2023," 30,630.517 ",COR
RQ-PR-12,PRESS CAGE 12, 3.000 ,UNIDAD,REPUESTOS,05/12/2023," 46,891.162 ",COR
RQ-PR-14,23948 SPEHRICAL ROLLER BEARING 14, 1.000 ,UNIDAD,REPUESTOS,05/12/2023," 34,790.217 ",COR
RQ-PR-15,240X270X15 OIL SEAL 15, 48.000 ,UNIDAD,REPUESTOS,05/12/2023, 756.309 ,COR
RQ-PR-5,DRIVE SHAFT 5, 2.000 ,UNIDAD,REPUESTOS,05/12/2023," 34,033.908 ",COR
RQ-PR-6,RODAMIENTO DE RODILLOS 22232, 3.000 ,UNIDAD,REPUESTOS,18/03/2025," 20,948.695 ",COR
RQ-PR-7,RODAMIENTO FAG 29334, 2.000 ,UNIDAD,REPUESTOS,05/12/2023," 35,735.603 ",COR
RQ-PR-8,SELLO DE ACEITE 190X160X15, 59.000 ,UNIDAD,REPUESTOS,04/11/2024, 564.330 ,COR
RQ-PR-9,TIE ROD C/W NUT P/N:9, 37.000 ,UNIDAD,REPUESTOS,22/01/2026," 1,879.782 ",COR
RU004,ARANDELA DE PRESION 1, 22.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.020 ,USD
RU005,ARANDELA PRESION 1/2, 711.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.040 ,COR
RU006,ARANDELA PRESION 5/8, 333.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.110 ,COR
RU007,PERNO HO 5/8 * 1.5, 232.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.080 ,COR
RU012,BATERÍA PARA PANEL (USADA), 2.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.290 ,USD
RU013,BATERIAS GRANDES USADAS, 3.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.380 ,USD
RU020,CARTUCHO 88, 7.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.160 ,USD
RU021,CARTUCHO UC220, 3.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.380 ,USD
RU023,CEPO PARA BUJIA 9004, 3.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.380 ,USD
RU024,CINTA GYPSUM, 6.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.290 ,USD
RU025,CINTA PARA IMPESORA MATRICIAL, 6.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.190 ,USD
RU042,GUANTES LARGO DE HULE, 4.000 ,PAR,REPUESTOS USADOS,01/06/2020, 0.230 ,USD
RU043,IMPRESORA DE BASCULA, 2.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.570 ,USD
RU047,MALLA MESCH 20, 4.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.290 ,USD
RU052,MAZO DE HULE 2402, 1.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.570 ,USD
RU056,PAPEL LEGAL, 2.000 ,RESMA,REPUESTOS USADOS,30/04/2020, 0.080 ,USD
RU062,PERNO HO 1/2 * 1, 2.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.020 ,USD
RU064,PERNO HO 1/2 * 3.5, 165.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.010 ,USD
RU065,PERNO HO 1/2 * 6, 165.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.010 ,USD
RU067,PERNO HO 5/8 * 1, 32.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.040 ,USD
RU069,PERNO HO 5/8 * 3, 14.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.030 ,USD
RU070,PERNO HO 5/8 * 5, 60.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.010 ,USD
RU074,PROTECTOR DE CUERO PARA CALZADO, 5.000 ,UNIDAD,REPUESTOS USADOS,01/06/2020, 0.130 ,USD
RU080,SOPORTE DE CARETA DE ESMERILAR, 14.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.050 ,USD
RU086,TIJERAS, 3.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.380 ,USD
RU087,TONER LEXMAR, 3.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.380 ,USD
RU094,BALINERA 6207, 1.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 1.150 ,USD
RU095,ABRAZADERAS PARA TUBO METALICO DE 1.5, 46.000 ,unidad,REPUESTOS USADOS,30/04/2020, 0.020 ,USD
RU096,ABRAZADERAS PARA TUBO METALICO DE 2, 25.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.030 ,USD
RU100,ARANDELA 7X-0618 RETROEXCAVADORA 416E, 2.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.570 ,USD
RU1004,PLC SIMATIC S7-300, 1.000 ,UNIDAD,REPUESTOS USADOS,20/08/2020," 2,967.600 ",USD
RU1007,TABLERO 2, 1.000 ,UNIDAD,REPUESTOS USADOS,06/08/2020, 693.210 ,USD
RU101,ARANDELA 9/16 Pulgadas DE PRESION, 61.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.010 ,USD
RU102,ARANDELA DE PRESION 3/8, 776.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.050 ,COR
RU1022,VALVULA 6 Pulgadas, 4.000 ,UNIDAD,REPUESTOS USADOS,27/08/2020, 741.450 ,USD
RU1023,VALVULA 4 Pulgadas, 3.000 ,UNIDAD,REPUESTOS USADOS,27/08/2020, 395.440 ,USD
RU1024,VALVULA DE SEGURIDAD 4 Pulgadas X 6 Pulgadas, 3.000 ,UNIDAD,REPUESTOS USADOS,27/08/2020," 2,372.640 ",USD
RU1025,VALVULA DE GABETA 8 Pulgadas, 2.000 ,UNIDAD,REPUESTOS USADOS,27/08/2020, 889.740 ,USD
RU1026,VALVULA DE SEGURIDAD 6 Pulgadas X 10 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,27/08/2020," 2,965.800 ",USD
RU1027,VALVULA DE GABETA 12 Pulgadas, 2.000 ,UNIDAD,REPUESTOS USADOS,27/08/2020," 2,471.500 ",USD
RU1028,VALVULA ACTUADORA DE 8 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,16/03/2021," 119,374.150 ",COR
RU1029,DESARENADOR, 1.000 ,UNIDAD,REPUESTOS USADOS,27/08/2020," 2,965.800 ",USD
RU103,ARANDELA DE LISA 9/16, 32.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.010 ,USD
RU1039,MOTOR VALVULA SALIDA DE CICLONES #2 Y #3, 1.000 ,UNIDAD,REPUESTOS USADOS,27/08/2020, 0.990 ,USD
RU1040,MOTOR VALVULA PEQUEÑA, 1.000 ,UNIDAD,REPUESTOS USADOS,01/10/2020, 0.990 ,USD
RU1044,MOTOR ELECTRICO ELEKTRIM M132S-4 5.5 HP #01, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1046,MOTOR ELECTRICO SUMITOMO DRIVE TC-FX 7.5 HP #3, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1048,BOMBA-BALDOR 1 HP #5, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1049,MOTOR ELECTRICO ELEKTRIM M80-1B 0.75KW #6, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1051,MOTOR ELECTRICO LISTED 110.75 HP #8, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1053,MOTOR ELECTRICO TECO 5.5 HP #10, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1056,MOTOR ELECTRICO BALDOR 3 HP #13, 5.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1058,MOTOR ELECTRICO TECO 4 KW #16, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1059,MOTOR ELECTRICO BALDOR 10 HP #17, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU106,ARANDELA PLANA 9/16, 74.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.010 ,USD
RU1061,MOTOR ELECTRICO SIEMENS 2.2 KW #20, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1066,MOTOR ELECTRICO AMT 15 HP # 28, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1072,MOTOR ELECTRICO MARELLI 20 HP #36, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU108,BALINERA 6900, 2.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.570 ,USD
RU1080,VALVULA DE SEGURIDAD A48Y-150LB, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1083,CORREA B-130, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1084,CORREA B-140, 12.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1085,CORREA SPC 5600, 5.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1089,CORREA C86, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU109,BALINERA 6200, 1.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.570 ,USD
RU1090,CORREA C82, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1096,CORREA HC98 22FC2483, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1099,CORREA B-71, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU110,BALINERA 6302, 5.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.230 ,USD
RU1100,CORREA B-124, 8.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1103,CORREA SPC 2120, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1104,CORREA SPB 2280, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1106,CORREA C-80, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1107,CORREA SPC 3024, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1109,CORREA B-59, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU111,BALINERA 21314, 1.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 1.150 ,USD
RU1110,"CONDENSADOR AIRE ACONDICIONADO DAIKIN 18,000 BTU", 2.000 ,UNIDAD,REPUESTOS,, -   ,
RU1111,"EVAPORADOR AIRE ACONDICIONADO DAIKIN 18,000 BTU", 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1113,CABLE DE COMUNICACIÓN AIRE ACONDICIONADO, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1114,TUBERIA DE DRENAJE AIRE ACONDICIONADO, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1115,BOTELLA HIDRAULICA, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1119,TUBO HN UA 50.80X3.20 PO15605, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU112,BRIDA DE 1 Pulgadas MEDIA LUNA, 3.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.020 ,USD
RU1124,TOLVA DE HARINA, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1126,COMPUERTA DE BOLEADORA, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1127,BALINERA SKF NU407, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1129,BALINERA NKL100/30-XL, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU113,BRIDA METALICA  1/2, 1.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.040 ,USD
RU1130,BALINERA OJ222-N2-MPA, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1131,BALINERA NU1024-XL-M1 C3, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1132,BALINERA 6222-M C4, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1133,PULLER 544265 02, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1134,PULLER 544302 02, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1135,DRIVING-OFF TOOL 531296 81, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1136,DISMOUNTING TOOL 543553 80, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1137,EXTENSION ROD 140-255MM 72244, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1138,HOOK SPANNER 69696, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1139,OPEN ENDED SPANNER 526378 05, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1145,SLEEVE 544702 01, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1146,LIFTING TOOL 543651 80, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1147,LIFTING TOOL 544678 80, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1148,LIFTING TOOL 556125 80, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1149,LIFTING TOOL 72217, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1150,LIFTING EYE BOLT 260154 05, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1151,TORQUE WRENCH 544371 01, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1152,SNAP RING PLIERS (SHAFT) 42386, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1153,SNAP RING TONG 527393 05, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1154,SPANNER 544688 80, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1155,SPANNER 543346 80, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1156,TUBE 544690-01, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1157,SET MOUNTING TOOL 559270-80, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1158,LIFTING TOOL 553412-80, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU116,CHUMACERA P213, 10.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.070 ,USD
RU1161,SCREW 260001-43, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1162,LIFTING EYE NUT 260220-03, 8.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1163,RING 543550-01, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1164,PIN SPANNER 545529-80, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1165,LIFTING EYE 553188-04, 12.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1169,ANGLED BOX WRENCH 546704-01, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU117,CHUMACERA P312, 2.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.570 ,USD
RU1170,COMPRESSION TOOL 544736-80, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1172,BOWL DISC 546744-82, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1173,OPEN ENDED SPANNER 526378-15, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1174,PIN SPANNER 565563-80, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1175,SPANNER 565405-80, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1176,PIN SPANNER 537707-80, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1177,RING 544261-01, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1178,WASHER 537441-01, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1179,SCREW 221041-34, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU118,CHUMACERA SNR 312, 1.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 1.150 ,USD
RU1180,MOUNTING TOOL 543552-01, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1181,SCREW 546547-01, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1182,DISMOUNTING TOOL 549373-01, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1183,RING 543551-01, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1184,AVR PARA GENERADOR CAT, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1185,POSITIONERS SERIE 6A, 5.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1186,DISCO PARA INSTALACION POSITIONERS SERIE 6A, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU119,CHUMASERA UCP214D1, 1.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.060 ,USD
RU1190,JUNTA DE ASBESTO 6 Pulgadas, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1194,BRIDA CIEGA HN 3 Pulgadas, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1195,BRIDA HN 3-1/2 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1196,BRIDA HN 1 Pulgadas, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1197,BRIDA HN 5 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU120,CLAVO DE 1 1/2 Pulgadas, 89.000 ,LIBRAS,REPUESTOS USADOS,30/04/2020, 0.010 ,USD
RU1200,BRIDA HN 10 Pulgadas, 5.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1201,BRIDA HN 3 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1206,JUNTA ESPIROMETALICA 12 Pulgadas, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU121,CONECTOR DE 5/8 PARA VARILLA DE POLO TIERRA, 74.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.010 ,USD
RU1213,BOQUILLA PARA OXICORTE, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1216,JUNTA ESPIROMETALICA 8 Pulgadas P/TURBINA, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1218,MOTOR ELECTRICO 0.85 KW 1.15HP, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU122,CONECTOR  CONDUIT PVC 3/4, 72.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.010 ,USD
RU1229,MOTOR ELECTRICO BALDOR 5HP, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1231,"CONDENSADOR AIRE ACONDICIONADO CONFORSTAR 12,000 BTU", 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1234,"EVAPORADOR AIRE ACONDICIONADO MCQUAY 55,000 BTU", 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1235,CORREA INDUSTRIAL 5VX840, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1236,MOTOR ELECTRICO 1 HP, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1238,DADO PARA INTERRUPTOR SIEMENS, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1242,JUNTA ASBESTO 12 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1245,LLAVE FIJA  1-1/16 Pulgadas, 2.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 250.000 ,COR
RU1247,RASH DE 1/2 Pulgadas (MANERAL), 2.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 500.000 ,COR
RU125,EMPQUE 1/2 PIES, 14.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.080 ,USD
RU1252,ESCUADRA FALSA, 1.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 100.000 ,COR
RU1254,COPA 27MM, 3.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 178.573 ,COR
RU1255,COPA 19MM, 1.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 178.575 ,COR
RU1256,COPA 31MM, 1.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 178.570 ,COR
RU1257,COPA 30MM, 1.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 178.570 ,COR
RU1258,COPA 9/16, 1.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 178.570 ,COR
RU1259,COPA 13MM, 1.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 178.570 ,COR
RU1260,COPA 24MM, 1.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 178.570 ,COR
RU1263,COPA 14MM, 1.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 178.570 ,COR
RU1264,COPA 41MM, 1.000 ,UNIDAD,REPUESTOS USADOS,11/02/2022, 178.570 ,COR
RU1268,POLEA 14 Pulgadas, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1269,POLEA 9 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU127,BALINERA 14137A/274, 2.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.570 ,USD
RU1270,POLEA 10 Pulgadas, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1271,POLEA 11 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1273,POLEA 12-1/2 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1274,POLEA 16 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1275,POLEA 18 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1276,POLEA 6 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1277,POLEA 6-1/2 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1278,POLEA 7-1/2 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1279,POLEA 8 Pulgadas, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU128,BALINERA 14137A/276, 4.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.290 ,USD
RU1280,FLANGE HN 20-1/2 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1282,FLANGE HN 1 Pulgadas CIEGA, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1283,CORREA FG WILSON 197, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1284,CORREA DENTADA 1S-90, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1285,CORREA CAT 7C-900, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU129,FLANGE INOXIDABLE 1.5 Pulgadas (150 PSI), 2.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.290 ,USD
RU1293,TERMINAL MANGUERA ACERO 3/4 Pulgadas, 19.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1294,CHUMACERA P214, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1295,CHUMACERA 511, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1296,CHUMACERA FYJ 515, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1297,CHUMACERA FYJ 518, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1298,CHUMACERA FX16, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1299,CHUMACERA 215, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU130,FLANGE HN 1.5 Pulgadas, 8.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.100 ,USD
RU1310,MEDIDOR NIVEL DE AGUA DE CALDERA, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1311,VALVULA DE SEGURIDAD 0-2.5 MPA, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1312,CHUMACERA 528, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1314,CHUMACERA 516-613, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1315,CHUMACERA 513-611, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1316,CHUMACERA FAG SNVL 50, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU132,FLANGE HN 2.5 Pulgadas, 8.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.090 ,USD
RU1320,SOPORTE PARA CAÑERIA 1/2 Pulgadas, 41.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1321,SPROCKET S=160 16T, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1322,TEE A/C 8 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1323,ACOPLE, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1324,VALVULA 2-1/2 Pulgadas, 4.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1325,FLOWMETER-TOKICO, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1326,VALVULA MODULADORA DN100 4 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1328,POLEA 19-1/4 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1329,COJINETE CONICO 29/20, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU133,FLANGE HN 3/4 Pulgadas, 2.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.290 ,USD
RU1330,BLOWER 27-7/8 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1331,MANGUERA HIDRAULICA ARMADA 1-1/4 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1332,MANGUERA HIDRAULICA ARMADA 5/8 Pulgadas, 3.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1335,18T COUPLING FOR GEARBOX, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1339,VALVULA DE GAVETA DE 2 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU134,FLANGE HN 6 Pulgadas, 2.000 ,UNIDAD,REPUESTOS USADOS,30/04/2020, 0.380 ,USD
RU1340,VALVULA CHECK DE 6 Pulgadas, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1343,COUPLING 4 Pulgadas, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1345,FLANGE DE FLORENTINO DE 8 Pulgadas, 12.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1346,LOSA DE PARRILLA DE CALDERA #1, 2.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1348,CICLONES DE DOMO DE CALDERA #1, 6.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1349,ABSORBER SNOCK - 4851130119, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
RU1350,BOMBA BALDOR 10HP 3500 RPM, 1.000 ,UNIDAD,REPUESTOS USADOS,, -   ,
